text,label
"Subject: Industry Workshop Invitation — Daraz. You are invited to attend a professional workshop on Mobile Development organized by Daraz. Date: August 31, 2025. Venue: Rawalpindi.",1
"Subject: Student Council Elections 2025 — Vote Now. Dear Student, cast your vote for your student representative. Voting is open from May 1, 2025 to June 30, 2025. Visit the portal.",0
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on May 15, 2025. It had my charger and notebooks. Please contact if found.",0
"Subject: Attendance Shortage Warning. Dear Student, your attendance in SE301 has fallen below 75%. Further absences may result in debarment from the final exam.",0
Subject: Found: Student ID Card — Please Claim. A student ID card was found near the library entrance. Owner can collect it from the security office.,0
"Subject: Techlogix Summer Internship 2025 — Applications Open. Hello, Techlogix is offering a 8-week internship program for BS students in Computer Science and related fields. Apply before September 1, 2025.",1
"Subject: Graduate Trainee Program — IBM 2025. Applications are open for the IBM Graduate Trainee Program. Eligible degrees: CS, SE, IT, EE. Apply by April 10, 2025.",1
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective October 15, 2025. Please check the new timings on the portal.",0
"Subject: Attendance Shortage Warning. Dear Student, your attendance in CS301 has fallen below 75%. Further absences may result in debarment from the final exam.",0
"Subject: Meet Your Candidate — Fatima Khan for President. Hi everyone, I'm Fatima Khan and I'm running for Student Council President. Here's my manifesto. Your vote means everything.",0
"Subject: HackFest 2.0 — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: Cybersecurity. Last date to register: May 1, 2025.",1
"Subject: Remote Internship Opportunity — Airlift. Dear Applicant, we are offering a remote internship in Cloud Computing for students in their 5th semester or above. Deadline: May 1, 2025.",1
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective October 15, 2025. Please check the new timings on the portal.",0
"Subject: Library Fine Reminder — Action Required. Dear Student, your library account has an outstanding fine of Rs. 500. Please clear the dues before the end of this week.",0
"Subject: AIHack — Register Before June 30, 2025. Hi Developer, AIHack is now open for registration. Form a team of 2-4 and compete for cash prizes worth PKR 150,000. Theme: Computer Vision.",1
Subject: New Food Stall Opening — C Block Lawn. We are excited to announce a new food stall near the C Block lawn. Visit us today and try our deals.,0
Subject: Exam Schedule Updated — Please Check Portal. The updated midterm exam schedule has been posted on the portal. Please verify your paper timings.,0
"Subject: Scholarship Opportunity — LUMS Financial Aid 2025. Dear Student, applications for the LUMS Financial Aid are now open. Award: PKR 500,000 per semester. Minimum CGPA: 3.0. Apply by June 30, 2025.",1
"Subject: HackFest 3.0 — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: Cloud Computing. Last date to register: April 1, 2025.",1
"Subject: Interview Invitation — Software Engineer at HBL. Dear Applicant, congratulations on clearing the initial screening. You are invited for a technical interview on April 20, 2025.",1
"Subject: Scholarship Opportunity — STEM Leadership 2025. Dear Student, applications for the STEM Leadership are now open. Award: PKR 100,000 per semester. Minimum CGPA: 2.5. Apply by April 20, 2025.",1
"Subject: LUMS STEM Leadership Scholarship — Apply Now. The STEM Leadership scholarship is open for undergraduate students with financial need and strong academic record. Deadline: November 30, 2025.",1
"Subject: Fully Funded Fellowship — FAST NUCES Computer Vision Program. We are pleased to announce the FAST NUCES Fellowship for students pursuing Computer Vision. Covers tuition, stipend, and mentorship.",1
"Subject: Internship Opening at Zong — Apply by May 1, 2025. Dear Student, we are hiring motivated undergraduates for a paid summer internship in Machine Learning. Shortlisted candidates will be contacted for an online test.",1
"Subject: OA Test Link — Zong Graduate Trainee. Please complete the online assessment for your application to Zong. The test is available until May 1, 2025. Time limit: 90 minutes.",1
"Subject: Blood Donation Drive — August 1, 2025. The social welfare society is organizing a blood donation camp on August 1, 2025. Donate blood, save a life. Walk-ins welcome.",0
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on March 15, 2025.",0
"Subject: Blood Donation Drive — January 31, 2026. The social welfare society is organizing a blood donation camp on January 31, 2026. Donate blood, save a life. Walk-ins welcome.",0
"Subject: Farewell Party — Final Year Batch 2025. You are cordially invited to the farewell dinner for the graduating batch of 2025. Venue: Students' Center. Date: January 31, 2026. Dress code: formal.",0
"Subject: HackFest X — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: Web Development. Last date to register: April 1, 2025.",1
"Subject: OA Test Link — LUMS Graduate Trainee. Please complete the online assessment for your application to LUMS. The test is available until June 10, 2025. Time limit: 90 minutes.",1
"Subject: Talent Show Auditions — Sign Up Now. The annual talent show auditions are open. Participate in singing, comedy, spoken word, or dance. Last date to register: August 31, 2025.",0
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
"Subject: Movie Night on Campus — June 30, 2025. Join us for a free outdoor movie screening on June 30, 2025. Bring your friends and enjoy popcorn under the stars.",0
"Subject: Holiday Notice — Eid-ul-Adha. The university will remain closed on April 20, 2025 in observance of Eid-ul-Adha. All classes and labs are suspended.",0
"Subject: Attendance Shortage Warning. Dear Student, your attendance in CS401 has fallen below 75%. Further absences may result in debarment from the final exam.",0
"Subject: Student Council Elections 2025 — Vote Now. Dear Student, cast your vote for your student representative. Voting is open from May 31, 2025 to July 15, 2025. Visit the portal.",0
Subject: Election Results Announcement — Student Body 2025. We are pleased to announce the results of the student council elections. Thank you to all candidates who participated.,0
"Subject: NexaThon — Register Before October 15, 2025. Hi Developer, NexaThon is now open for registration. Form a team of 2-4 and compete for cash prizes worth PKR 100,000. Theme: Mobile Development.",1
Subject: New Food Stall Opening — C Block Lawn. We are excited to announce a new food stall near the C Block lawn. Visit us today and try our deals.,0
"Subject: Walk-in Interview — Backend Developer at Meezan Bank. You are invited to attend a walk-in interview on March 15, 2025 at Meezan Bank office, Rawalpindi. Bring your CV and transcript.",1
"Subject: Interview Invitation — Backend Developer at Jazz. Dear Applicant, congratulations on clearing the initial screening. You are invited for a technical interview on August 31, 2025.",1
"Subject: Paid Internship — Embedded Systems Division at Jazz. We invite applications from final-year students for a full-time internship starting March. Stipend: PKR 40,000/month.",1
"Subject: Scholarship Opportunity — STEM Leadership 2025. Dear Student, applications for the STEM Leadership are now open. Award: PKR 200,000 per semester. Minimum CGPA: 2.5. Apply by March 15, 2025.",1
"Subject: Student Council Elections 2025 — Vote Now. Dear Student, cast your vote for your student representative. Voting is open from July 15, 2025 to November 30, 2025. Visit the portal.",0
"Subject: CODEX X Hackathon Invitation. Hi, join us for a 24-hour coding competition on August 31, 2025. Open to all CS/SE students. Prizes include internship offers and cash awards.",1
"Subject: CODEX 2.0 Hackathon Invitation. Hi, join us for a 24-hour coding competition on June 10, 2025. Open to all CS/SE students. Prizes include internship offers and cash awards.",1
"Subject: Job Alert: Junior Software Engineer at Foodpanda. A new job matching your profile has been posted on our platform. Required skills: MongoDB, C++. CGPA requirement: 3.2+.",1
"Subject: Subway Discount for Students — Show Your ID. Dear Student, present your university ID at Subway to get 20% off on all orders this weekend.",0
"Subject: Industry Workshop Invitation — IBM. You are invited to attend a professional workshop on Blockchain organized by IBM. Date: June 10, 2025. Venue: Karachi.",1
"Subject: Case Competition — Meta Business Challenge. Meta invites CS and business students to solve a real-world problem. Team size: 3-5. Deadline: April 20, 2025.",1
"Subject: Paid Internship — Cloud Computing Division at Netsol Technologies. We invite applications from final-year students for a full-time internship starting December. Stipend: PKR 50,000/month.",1
"Subject: Debate Competition — Student Council Candidates. Watch the candidates debate live on March 15, 2025 in the auditorium. All students are welcome to attend.",0
"Subject: Blood Donation Drive — April 1, 2025. The social welfare society is organizing a blood donation camp on April 1, 2025. Donate blood, save a life. Walk-ins welcome.",0
"Subject: Remote Internship Opportunity — Careem. Dear Applicant, we are offering a remote internship in Cloud Computing for students in their 5th semester or above. Deadline: June 30, 2025.",1
"Subject: Walk-in Interview — DevOps Engineer at 10Pearls. You are invited to attend a walk-in interview on April 20, 2025 at 10Pearls office, Peshawar. Bring your CV and transcript.",1
"Subject: Gym Membership Renewal — Action Required. Your campus gym membership expires on February 28, 2026. Renew online or visit the sports office to continue access.",0
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: October 15, 2025.",1
"Subject: Farewell Party — Final Year Batch 2025. You are cordially invited to the farewell dinner for the graduating batch of 2025. Venue: Students' Center. Date: September 1, 2025. Dress code: formal.",0
"Subject: CODEX Elite Hackathon Invitation. Hi, join us for a 24-hour coding competition on April 10, 2025. Open to all CS/SE students. Prizes include internship offers and cash awards.",1
"Subject: Lost: AirPods Case — Seminar Hall. I left my AirPods case (white, engraved) in the seminar hall after the event on June 10, 2025. Please DM if found.",0
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on November 30, 2025. It had my charger and notebooks. Please contact if found.",0
"Subject: Hiring: Business Analyst — Taskeen (Peshawar). Taskeen is looking for a Business Analyst to join their Artificial Intelligence team. Fresh graduates are encouraged to apply. Last date: January 31, 2026.",1
"Subject: Walk-in Interview — Cybersecurity Analyst at Careem. You are invited to attend a walk-in interview on March 15, 2025 at Careem office, Islamabad. Bring your CV and transcript.",1
"Subject: CODEX 3.0 Hackathon Invitation. Hi, join us for a 24-hour coding competition on February 28, 2026. Open to all CS/SE students. Prizes include internship offers and cash awards.",1
Subject: Birthday Wishes — Zara Noor. Wishing a very happy birthday to our dear Zara Noor! Join us for a small celebration in the common room after evening classes.,0
"Subject: Paid Internship — Data Science Division at Daraz. We invite applications from final-year students for a full-time internship starting May. Stipend: PKR 25,000/month.",1
"Subject: Movie Night on Campus — August 31, 2025. Join us for a free outdoor movie screening on August 31, 2025. Bring your friends and enjoy popcorn under the stars.",0
"Subject: LUMS STEM Leadership Scholarship — Apply Now. The STEM Leadership scholarship is open for undergraduate students with financial need and strong academic record. Deadline: April 1, 2025.",1
Subject: Birthday Wishes — Sara Ahmed. Wishing a very happy birthday to our dear Sara Ahmed! Join us for a small celebration in the common room after evening classes.,0
"Subject: Full-Time Job Opening — Google Lahore. Dear candidate, we are urgently hiring for the position of Software Engineer. Send your CV to careers@techlogix.com before May 31, 2025.",1
"Subject: Meet Your Candidate — Ayesha Siddiqui for President. Hi everyone, I'm Ayesha Siddiqui and I'm running for Student Council President. Here's my manifesto. Your vote means everything.",0
"Subject: Blood Donation Drive — June 30, 2025. The social welfare society is organizing a blood donation camp on June 30, 2025. Donate blood, save a life. Walk-ins welcome.",0
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
"Subject: KFC Discount for Students — Show Your ID. Dear Student, present your university ID at KFC to get 20% off on all orders this weekend.",0
"Subject: Attendance Shortage Warning. Dear Student, your attendance in CS401 has fallen below 75%. Further absences may result in debarment from the final exam.",0
"Subject: MLH Fellowship — Applications Closing April 20, 2025. The MLH Fellowship is a remote internship alternative for software engineers. Apply now and work with top open-source projects.",1
"Subject: Meeting Request — Career Counseling Session. Dear Student, a career counseling session with Airlift representatives is scheduled for July 15, 2025. Please confirm your attendance.",1
"Subject: HEC Need-Based Scholarship 2025. Dear Student, the Higher Education Commission is accepting applications for need-based scholarships. Eligible: students with CGPA 3.2+. Last date: January 31, 2026.",1
"Subject: Google Generation Scholarship — Applications Open. Hello, Google is offering scholarships to students from underrepresented backgrounds in CS. Award: USD 1000. Apply by April 1, 2025.",1
"Subject: Meeting Request — Career Counseling Session. Dear Student, a career counseling session with Google representatives is scheduled for August 31, 2025. Please confirm your attendance.",1
Subject: Election Results Announcement — Student Body 2025. We are pleased to announce the results of the student council elections. Thank you to all candidates who participated.,0
"Subject: Free Workshop: Docker Bootcamp — April 10, 2025. Dear Student, Bytedance is hosting a free 2-day workshop on Docker for university students. Seats are limited — register now.",1
"Subject: Monthly Newsletter — November 2025. Dear Reader, in this edition we cover campus life highlights, upcoming events, faculty achievements, and student success stories.",0
"Subject: Free Workshop: Django Bootcamp — September 1, 2025. Dear Student, Bykea is hosting a free 2-day workshop on Django for university students. Seats are limited — register now.",1
"Subject: Case Competition — Foodpanda Business Challenge. Foodpanda invites CS and business students to solve a real-world problem. Team size: 3-5. Deadline: May 31, 2025.",1
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: August 31, 2025.",1
"Subject: Talent Show Auditions — Sign Up Now. The annual talent show auditions are open. Participate in singing, comedy, spoken word, or dance. Last date to register: November 30, 2025.",0
"Subject: Aptitude Test Scheduled — Daraz. Your application for the ML Engineer position has been shortlisted. Aptitude test scheduled for August 31, 2025 at 11:00 AM.",1
"Subject: Industry Workshop Invitation — Stripe. You are invited to attend a professional workshop on Computer Vision organized by Stripe. Date: July 15, 2025. Venue: Islamabad.",1
Subject: Birthday Wishes — Fatima Khan. Wishing a very happy birthday to our dear Fatima Khan! Join us for a small celebration in the common room after evening classes.,0
Subject: New Food Stall Opening — C Block Lawn. We are excited to announce a new food stall near the C Block lawn. Visit us today and try our deals.,0
"Subject: Annual Sports Gala — October 15, 2025. Get ready for the Annual Sports Gala! Events include cricket, football, badminton, and table tennis. Register your team at the sports office.",0
"Subject: Job Alert: Junior Full Stack Developer at Jazz. A new job matching your profile has been posted on our platform. Required skills: MongoDB, TypeScript. CGPA requirement: 3.2+.",1
"Subject: Hiring: Product Manager — Turing (Islamabad). Turing is looking for a Product Manager to join their Mobile Development team. Fresh graduates are encouraged to apply. Last date: January 31, 2026.",1
"Subject: AIHack — Register Before May 1, 2025. Hi Developer, AIHack is now open for registration. Form a team of 2-4 and compete for cash prizes worth PKR 150,000. Theme: Computer Vision.",1
"Subject: OA Test Link — 10Pearls Graduate Trainee. Please complete the online assessment for your application to 10Pearls. The test is available until August 31, 2025. Time limit: 90 minutes.",1
"Subject: Internship Alert: Backend Developer at Taskeen. A new internship matching your profile has been posted. Requirements include Git and TensorFlow. Last date to apply is April 10, 2025.",1
"Subject: Industry Workshop Invitation — HBL. You are invited to attend a professional workshop on Computer Vision organized by HBL. Date: May 15, 2025. Venue: Rawalpindi.",1
"Subject: Gym Membership Renewal — Action Required. Your campus gym membership expires on August 31, 2025. Renew online or visit the sports office to continue access.",0
"Subject: Monthly Newsletter — September 2025. Dear Reader, in this edition we cover campus life highlights, upcoming events, faculty achievements, and student success stories.",0
"Subject: Industry Workshop Invitation — Daraz. You are invited to attend a professional workshop on Data Science organized by Daraz. Date: March 15, 2025. Venue: Rawalpindi.",1
"Subject: Student Transport Schedule Update. Dear Students, the shuttle service route has been updated effective April 1, 2025. Please check the new timings on the portal.",0
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on October 15, 2025. It had my charger and notebooks. Please contact if found.",0
"Subject: Monthly Newsletter — November 2025. Dear Reader, in this edition we cover campus life highlights, upcoming events, faculty achievements, and student success stories.",0
Subject: Election Results Announcement — Student Body 2025. We are pleased to announce the results of the student council elections. Thank you to all candidates who participated.,0
"Subject: MLH Fellowship — Applications Closing August 1, 2025. The MLH Fellowship is a remote internship alternative for software engineers. Apply now and work with top open-source projects.",1
"Subject: Google AIHack 2025 — Applications Open. Hello Developer, AIHack is now accepting applications. Build something impactful and win exciting prizes. Deadline: April 10, 2025.",1
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
"Subject: HackFest 4.0 — 48 Hour Build Challenge. Registration is open for HackFest, a 48-hour national hackathon. Theme: UI/UX Design. Last date to register: November 30, 2025.",1
"Subject: Campus Wi-Fi Upgrade Notice. The IT department will be upgrading the campus Wi-Fi infrastructure over the weekend. Expect intermittent connectivity on March 15, 2025.",0
"Subject: Lost: Black JanSport Backpack — CS Department. Hi, I lost my black JanSport backpack near the CS lab on February 28, 2026. It had my charger and notebooks. Please contact if found.",0
"Subject: Advent of Code Challenge 2025 — Registrations Open. Dear Student, Advent of Code Challenge is back. Submit your project by August 31, 2025 and stand a chance to win PKR 500,000 and mentorship.",1
"Subject: Hiring: Mobile Developer — LUMS (Peshawar). LUMS is looking for a Mobile Developer to join their UI/UX Design team. Fresh graduates are encouraged to apply. Last date: May 31, 2025.",1
"Subject: Portal Maintenance Notice — February 28, 2026. The student portal will be under maintenance on February 28, 2026 from 11 PM to 2 AM. Services will be temporarily unavailable.",0
"Subject: Book Return Reminder — Due Date: March 15, 2025. This is a reminder that the books issued to you are due for return on March 15, 2025. Late returns incur a daily fine.",0
Subject: Lost: Green Water Bottle — Gym Area. Has anyone seen a green Nalgene water bottle in the gym? Please contact me at lost_owner@outlook.com if found.,0
"Subject: Google Kickstart 2025 — Registrations Open. Dear Student, Google Kickstart is back. Submit your project by June 30, 2025 and stand a chance to win PKR 1,000,000 and mentorship.",1
"Subject: Iftar Deal at Campus Dhaba. Dear Students, join us for a special Iftar buffet at Rs. 100 only. Seating is limited so come early.",0
Subject: Birthday Wishes — Sara Ahmed. Wishing a very happy birthday to our dear Sara Ahmed! Join us for a small celebration in the common room after evening classes.,0
"Subject: Hiring: Cybersecurity Analyst — Foodpanda (Rawalpindi). Foodpanda is looking for a Cybersecurity Analyst to join their Machine Learning team. Fresh graduates are encouraged to apply. Last date: August 1, 2025.",1
"Subject: Meeting Request — Career Counseling Session. Dear Student, a career counseling session with Bytedance representatives is scheduled for March 15, 2025. Please confirm your attendance.",1
"Subject: MLH Fellowship — Applications Closing June 10, 2025. The MLH Fellowship is a remote internship alternative for software engineers. Apply now and work with top open-source projects.",1
"Subject: McDonald's Discount for Students — Show Your ID. Dear Student, present your university ID at McDonald's to get 20% off on all orders this weekend.",0
Subject: Exam Schedule Updated — Please Check Portal. The updated midterm exam schedule has been posted on the portal. Please verify your paper timings.,0
"Subject: Google AIHack 2025 — Applications Open. Hello Developer, AIHack is now accepting applications. Build something impactful and win exciting prizes. Deadline: August 1, 2025.",1
"Subject: Google Summer of Code 2025 — Applications Open. Hello Developer, GSoC is now accepting student proposals. Work with open-source organizations and earn a stipend. Deadline: March 15, 2025.",1
"Subject: Industry Workshop Invitation — Google. You are invited to attend a professional workshop on Machine Learning organized by Google. Date: April 1, 2025. Venue: Lahore.",1
"Subject: Holiday Notice — Eid-ul-Fitr. The university will remain closed on September 1, 2025 in observance of Eid-ul-Fitr. All classes and labs are suspended.",0
"Subject: University Cafeteria — This Week's Menu. Dear Students, this week's special includes karahi, biryani, and fresh juices. Cafeteria timings: 8 AM to 8 PM.",0
"Subject: OA Test Link — Ignite Graduate Trainee. Please complete the online assessment for your application to Ignite. The test is available until April 10, 2025. Time limit: 90 minutes.",1
"Subject: IEEE Programming Contest — Register by August 1, 2025. IEEE Student Branch invites you to participate in the annual programming contest. Individual and team categories available.",1
"Subject: HEC Need-Based Scholarship 2025. Dear Student, the Higher Education Commission is accepting applications for need-based scholarships. Eligible: students with CGPA 3.2+. Last date: April 20, 2025.",1
"Subject: Interview Invitation — QA Engineer at LUMS. Dear Applicant, congratulations on clearing the initial screening. You are invited for a technical interview on May 15, 2025.",1
"Subject: Lost: AirPods Case — Seminar Hall. I left my AirPods case (white, engraved) in the seminar hall after the event on August 31, 2025. Please DM if found.",0
"Subject: Gym Membership Renewal — Action Required. Your campus gym membership expires on February 28, 2026. Renew online or visit the sports office to continue access.",0
"Subject: Blood Donation Drive — January 31, 2026. The social welfare society is organizing a blood donation camp on January 31, 2026. Donate blood, save a life. Walk-ins welcome.",0
"Subject: Meeting Request — Career Counseling Session. Dear Student, a career counseling session with Systems Limited representatives is scheduled for April 10, 2025. Please confirm your attendance.",1
"Subject: Remote Internship Opportunity — Amazon. Dear Applicant, we are offering a remote internship in Machine Learning for students in their 5th semester or above. Deadline: April 1, 2025.",1
"Subject: Internship Alert: Backend Developer at Meta. A new internship matching your profile has been posted. Requirements include Django and PyTorch. Last date to apply is April 20, 2025.",1
"Subject: Job Alert: Junior Frontend Developer at 10Pearls. A new job matching your profile has been posted on our platform. Required skills: Azure, MongoDB. CGPA requirement: 3.5+.",1
Subject: Election Results Announcement — Student Body 2025. We are pleased to announce the results of the student council elections. Thank you to all candidates who participated.,0
"Subject: OA Test Link — Airlift Graduate Trainee. Please complete the online assessment for your application to Airlift. The test is available until August 1, 2025. Time limit: 90 minutes.",1
"Subject: Scholarship Opportunity — Women in Tech 2025. Dear Student, applications for the Women in Tech are now open. Award: PKR 50,000 per semester. Minimum CGPA: 3.5. Apply by June 10, 2025.",1
"Subject: Student Council Elections 2025 — Vote Now. Dear Student, cast your vote for your student representative. Voting is open from November 30, 2025 to July 15, 2025. Visit the portal.",0
